63,62,255
36,95,267
47,38,175
83,55,281
76,52,261
82,2,173
8,79,179
5,23,61
98,25,251
6,94,205
78,51,263
26,45,147
53,48,207
29,87,237
19,2,47
25,49,153
30,1,67
33,48,167
83,37,245
48,13,127
32,91,251
58,92,305
12,19,67
71,59,265
42,76,241
19,67,177
63,75,281
25,88,231
76,65,287
24,64,181
65,5,145
73,37,225
80,86,337
83,48,267
69,10,163
76,73,303
57,79,277
10,34,93
76,30,217
88,69,319
20,32,109
34,97,267
91,98,383
19,52,147
76,53,263
85,2,179
9,18,59
32,99,267
95,93,381
25,98,251
64,39,211
73,31,213
69,68,279
58,73,267
33,48,167
38,77,235
67,99,337
39,29,141
29,74,211
87,70,319
43,15,121
31,19,105
47,49,197
79,87,337
36,58,193
24,14,81
36,36,149
18,3,47
36,50,177
11,26,79
56,96,309
47,66,231
18,93,227
88,96,373
85,95,365
45,21,137
39,39,161
20,96,237
15,5,45
15,80,195
67,2,143
61,43,213
57,55,229
12,97,223
76,2,161
73,77,305
86,69,315
8,10,41
58,45,211
24,78,209
1,67,141
42,60,209
99,50,303
91,69,325
56,83,283
78,25,211
53,74,259
78,6,173
12,42,113
88,38,257
33,37,145
64,57,247
9,54,131
79,47,257
50,76,257
81,31,229
13,66,163
17,50,139
60,39,203
61,14,155
19,71,185
26,65,187
25,27,109
27,78,215
84,86,345
36,40,157
100,57,319
36,15,107
88,73,327
37,70,219
89,1,185
86,53,283
57,97,313
73,37,225
89,6,195
58,2,125
64,73,279
89,34,251
7,22,63
32,27,123
54,60,233
26,71,199
11,4,35
76,45,247
28,34,129
50,26,157
67,23,185
3,4,19
78,42,245
21,86,219
95,79,353
90,84,353
66,40,217
99,76,355
94,77,347
85,67,309
84,12,197
55,68,251
9,15,53
59,95,313
23,81,213
26,18,93
2,27,63
35,37,149
91,96,379
79,93,349
95,84,363
14,4,41
37,69,217
49,53,209
13,13,57
85,88,351
54,94,301
23,75,201
1,83,173
1,32,71
59,42,207
39,49,181
12,42,113
88,56,293
94,68,329
77,89,337
54,62,237
26,16,89
60,73,271
44,51,195
13,39,109
73,83,317
32,61,191
21,100,247
70,52,249
63,18,167
20,66,177
3,17,45
99,3,209
3,32,75
7,79,177
36,78,233
83,16,203
60,74,273
5,21,57
37,43,165
44,94,281
96,32,261
69,93,329
74,34,221
64,19,171
76,56,269
89,14,211
83,39,249
93,40,271
75,69,293
7,25,69
18,60,161
12,97,223
81,34,235
28,57,175
65,67,269
30,95,255
41,61,209
88,70,321
70,57,259
2,99,207
35,18,111
93,60,311
70,99,343
37,49,177
7,35,89
44,61,215
93,18,227
47,22,143
5,57,129
3,61,133
86,32,241
57,77,273
32,60,189
92,85,359
77,39,237
60,70,265
60,37,199
69,91,325
23,29,109
99,27,257
48,93,287
5,95,205
41,15,117
22,84,217
98,65,331
95,71,337
55,81,277
48,56,213
73,25,201
30,21,107
48,83,267
95,75,345
35,51,177
28,4,69
62,63,255
58,64,249
16,3,43
40,47,179
32,50,169
66,91,319
73,3,157
55,65,245
55,50,215
48,42,185
73,71,293
87,46,271
22,32,113
19,93,229
10,54,133
52,66,241
6,26,69
75,90,335
81,83,333
47,14,127
22,22,93
59,77,277
49,53,209
15,100,235
3,61,133
21,28,103
90,4,193
37,90,259
53,10,131
9,40,103
64,11,155
91,4,195
99,34,271
85,52,279
40,50,185
63,77,285
90,36,257
83,40,251
18,4,49
61,72,271
78,12,185
13,93,217
21,14,75
50,92,289
22,26,101
53,86,283
53,58,227
44,100,293
84,49,271
35,94,263
1,93,193
59,25,173
82,49,267
35,97,269
89,92,367
93,45,281
49,35,173
89,46,275
37,67,213
5,61,137
23,50,151
98,74,349
31,14,95
26,42,141
3,98,207
78,39,239
65,95,325
97,82,363
7,72,163
88,95,371
39,6,95
87,29,237
85,75,325
79,87,337
97,1,201
27,26,111
65,98,331
84,76,325
17,64,167
42,94,277
16,9,55
32,90,249
75,81,317
42,64,217
87,72,323
29,26,115
69,24,191
26,73,203
71,3,153
3,4,19
99,88,379
38,92,265
31,38,143
17,33,105
82,79,327
42,10,109
67,62,263
93,17,225
97,92,383
2,25,59
98,75,351
54,33,179
64,66,265
32,72,213
60,87,299
95,45,285
30,84,233
58,4,129
6,73,163
86,72,321
3,34,79
54,38,189
43,4,99
56,38,193
41,83,253
73,5,161
10,100,225
55,82,279
13,55,141
65,18,171
15,55,145
83,20,211
53,26,163
11,94,215
81,61,289
19,20,83
2,15,39
81,61,289
2,49,107
30,99,263
67,43,225
61,94,315
77,9,177
47,98,295
85,34,243
58,73,267
16,59,155
95,60,315
77,36,231
85,65,305
69,45,233
92,15,219
82,27,223
56,99,315
37,79,237
78,32,225
14,23,79
95,61,317
48,41,183
53,30,171
12,62,153
34,8,89
51,2,111
96,31,259
36,36,149
24,34,121
4,59,131
82,90,349
18,63,167
98,63,327
43,49,189
95,47,289
91,93,373
25,86,227
81,41,249
66,78,293
79,90,343
8,24,69
75,15,185
13,44,119
72,13,175
41,54,195
59,39,201
68,47,235
74,75,303
77,58,275
53,3,117
62,44,217
94,59,311
44,14,121
32,71,211
73,44,239
12,83,195
13,92,215
1,38,83
76,58,273
44,14,121
21,6,59
6,18,53
24,94,241
6,72,161
37,24,127
10,64,153
100,62,329
50,4,113
13,83,197
89,44,271
83,60,291
67,8,155
98,75,351
41,81,249
92,73,335
50,4,113
5,98,211
21,33,113
27,52,163
28,97,255
40,22,129
32,49,167
57,88,295
5,13,41
5,47,109
41,76,239
25,58,171
11,70,167
58,25,171
63,94,319
97,77,353
99,98,399
9,63,149
33,35,141
22,45,139
91,82,351
69,79,301
78,82,325
59,83,289
58,56,233
97,52,303
99,27,257
63,27,185
69,57,257
12,42,113
53,61,233
60,93,311
6,20,57
89,98,379
33,72,215
28,41,143
11,82,191
73,92,335
30,5,75
87,34,247
41,6,99
2,42,93
24,3,59
66,31,199
4,42,97
